,value,occ_title,Unnamed: 0,occ_code,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,class
435,8810.0,painting workers,1269.0,51-9120,broad,"152,510",1.2,18.82,"39,150",0.5,11.34,13.69,17.31,22.32,28.52,"23,580","28,480","36,010","46,420","59,320",,,Middle Income
436,8830.0,photographic process workers and processing machine operators,1275.0,51-9150,broad,"22,450",3.5,15.80,"32,870",1.8,9.86,11.01,13.21,17.72,23.97,"20,500","22,900","27,480","36,860","49,870",,,Low Income
437,8850.0,adhesive bonding machine operators and tenders,1278.0,51-9191,detailed,"15,860",4.3,16.65,"34,630",1.2,10.42,12.66,15.72,19.91,24.07,"21,670","26,330","32,710","41,400","50,070",,,Middle Income
438,8910.0,etchers and engravers,1281.0,51-9194,detailed,"8,620",5.2,16.28,"33,860",2.1,10.05,11.95,14.85,18.56,23.51,"20,910","24,870","30,890","38,600","48,910",,,Middle Income
439,8920.0,"molders, shapers, and casters, except metal and plastic",1282.0,51-9195,detailed,"41,320",3.2,16.25,"33,810",0.7,10.51,12.42,15.36,18.93,23.62,"21,860","25,830","31,950","39,380","49,140",,,Middle Income
440,8930.0,"paper goods machine setters, operators, and tenders",1283.0,51-9196,detailed,"94,620",2.0,19.12,"39,770",1.1,11.04,13.81,18.22,23.50,29.23,"22,970","28,730","37,890","48,880","60,790",,,Middle Income
441,8940.0,tire builders,1284.0,51-9197,detailed,"21,910",8.2,20.18,"41,980",2.5,12.31,14.62,19.34,26.21,29.54,"25,610","30,400","40,230","54,520","61,440",,,Middle Income
442,8950.0,helpers--production workers,1285.0,51-9198,detailed,"402,140",2.0,13.50,"28,070",0.4,9.18,10.49,12.54,15.73,19.08,"19,090","21,830","26,070","32,730","39,680",,,Low Income
443,8965.0,"miscellaneous production workers, including semiconductor processors",,,,,,,,,,,,,,,,,,,,,
444,9000.0,supervisors of transportation and material moving workers,1288.0,53-1000,minor,"403,620",0.6,27.08,"56,330",0.2,15.48,19.18,25.82,33.16,40.73,"32,200","39,900","53,700","68,970","84,730",,,Middle Income
445,9030.0,aircraft pilots and flight engineers,1294.0,53-2010,broad,"122,570",3.5,*,"138,690",3.5,*,*,*,*,*,"54,820","76,590","111,930","175,940",#,True,,High Income
446,9040.0,air traffic controllers and airfield operations specialists,1297.0,53-2020,broad,"32,380",1.9,48.68,"101,240",1.4,18.74,29.89,46.62,68.05,81.14,"38,990","62,180","96,980","141,540","168,770",,,Middle Income
447,9050.0,flight attendants,1300.0,53-2030,broad,"119,000",5.2,*,"52,660",2.3,*,*,*,*,*,"26,860","41,040","50,500","63,090","79,520",True,,Middle Income
448,9110.0,"ambulance drivers and attendants, except emergency medical technicians",1303.0,53-3010,broad,"15,310",5.6,12.85,"26,740",1.7,9.04,10.14,11.66,14.36,18.82,"18,810","21,090","24,260","29,860","39,140",,,Low Income
449,9120.0,bus drivers,1305.0,53-3020,broad,"683,480",0.9,16.83,"35,000",1.1,9.36,12.26,15.87,20.35,25.41,"19,470","25,490","33,010","42,330","52,860",,,Middle Income
450,9130.0,driver/sales workers and truck drivers,1308.0,53-3030,broad,"3,052,680",0.5,19.13,"39,790",0.2,9.75,13.21,18.08,23.81,29.99,"20,270","27,470","37,610","49,520","62,380",,,Middle Income
451,9140.0,taxi drivers and chauffeurs,1312.0,53-3040,broad,"198,470",1.5,13.21,"27,480",0.7,9.02,10.16,11.96,15.01,18.93,"18,750","21,130","24,880","31,210","39,380",,,Low Income
452,9150.0,"motor vehicle operators, all other",1315.0,53-3099,detailed,"56,950",3.2,15.72,"32,690",1.3,8.81,9.83,12.81,20.66,25.99,"18,330","20,450","26,640","42,960","54,050",,,Low Income
453,9200.0,locomotive engineers and operators,1317.0,53-4010,broad,"42,500",10.8,30.72,"63,890",1.2,20.34,24.80,28.75,37.28,45.54,"42,310","51,590","59,810","77,550","94,730",,,Middle Income
454,9240.0,railroad conductors and yardmasters,1323.0,53-4030,broad,"44,490",5.4,30.47,"63,370",1.5,20.65,24.70,28.99,36.56,44.05,"42,950","51,370","60,300","76,050","91,630",,,Middle Income
455,9260.0,"subway, streetcar, and other rail transportation workers",,,,,,,,,,,,,,,,,,,,,
456,9300.0,"sailors and marine oilers, and ship engineers",,,,,,,,,,,,,,,,,,,,,
457,9310.0,ship and boat captains and operators,1332.0,53-5020,broad,"38,290",6.5,37.82,"78,670",2.1,16.34,22.82,33.14,47.49,65.33,"33,980","47,460","68,930","98,780","135,880",,,Middle Income
458,9350.0,parking lot attendants,1340.0,53-6020,broad,"145,400",2.2,11.70,"24,330",0.6,8.81,9.69,10.97,12.63,15.59,"18,320","20,140","22,810","26,270","32,420",,,Low Income
459,9360.0,automotive and watercraft service attendants,1342.0,53-6030,broad,"118,850",1.9,12.07,"25,100",0.5,8.95,9.76,11.24,13.46,16.90,"18,620","20,300","23,390","28,000","35,160",,,Low Income
460,9410.0,transportation inspectors,1346.0,53-6050,broad,"30,030",4.3,35.44,"73,720",1.6,14.50,24.43,34.68,46.20,57.86,"30,160","50,820","72,140","96,090","120,340",,,Middle Income
461,9420.0,"miscellaneous transportation workers, including bridge and lock tenders and traffic technicians",,,,,,,,,,,,,,,,,,,,,
462,9415.0,"transportation attendants, except flight attendants",1348.0,53-6060,broad,"24,360",8.5,15.29,"31,800",2.4,9.05,10.24,13.38,18.07,25.47,"18,820","21,300","27,830","37,590","52,980",,,Low Income
463,9510.0,crane and tower operators,1355.0,53-7020,broad,"43,660",2.8,26.78,"55,690",1.0,14.86,18.67,25.10,32.77,40.53,"30,910","38,840","52,200","68,160","84,290",,,Middle Income
464,9520.0,"dredge, excavating, and loading machine operators",1357.0,53-7030,broad,"49,190",2.4,22.60,"47,010",0.8,13.72,16.66,20.65,26.78,34.52,"28,540","34,650","42,950","55,710","71,810",,,Middle Income
465,9560.0,"conveyor operators and tenders, and hoist and winch operators",,,,,,,,,,,,,,,,,,,,,
466,9600.0,industrial truck and tractor operators,1363.0,53-7050,broad,"570,300",1.1,17.00,"35,370",0.3,11.38,13.35,16.17,19.69,24.04,"23,680","27,760","33,630","40,960","50,010",,,Middle Income
467,9610.0,cleaners of vehicles and equipment,1366.0,53-7061,detailed,"373,290",1.1,12.39,"25,770",0.7,8.71,9.69,11.23,13.84,17.87,"18,130","20,160","23,360","28,790","37,170",,,Low Income
468,9620.0,"laborers and freight, stock, and material movers, hand",1367.0,53-7062,detailed,"2,711,320",0.7,14.28,"29,690",0.2,9.55,10.79,13.00,16.70,21.17,"19,870","22,450","27,040","34,730","44,030",,,Low Income
469,9630.0,machine feeders and offbearers,1368.0,53-7063,detailed,"74,350",2.8,14.76,"30,710",0.7,9.78,11.13,13.70,17.70,22.02,"20,340","23,140","28,510","36,820","45,810",,,Low Income
470,9640.0,"packers and packagers, hand",1369.0,53-7064,detailed,"700,560",1.9,12.22,"25,410",0.4,8.81,9.71,11.27,13.78,17.53,"18,320","20,190","23,430","28,660","36,470",,,Low Income
471,9650.0,pumping station operators,1370.0,53-7070,broad,"26,260",4.6,24.84,"51,660",1.2,14.12,17.64,24.16,31.06,37.43,"29,360","36,690","50,250","64,600","77,860",,,Middle Income
472,9720.0,refuse and recyclable material collectors,1374.0,53-7080,broad,"115,130",1.6,18.71,"38,920",1.1,10.30,13.12,17.39,22.90,30.15,"21,420","27,300","36,160","47,640","62,720",,,Middle Income
473,9750.0,"miscellaneous material moving workers, including mine shuttle car operators, and tank car, truck, and ship loaders",,,,,,,,,,,,,,,,,,,,,
474,9840.0,military specific occupations,,,,,,,,,,,,,,,,,,,,,
475,,all occupations,0.0,00-0000,total,"142,549,250",0.1,24.34,"50,620",0.1,9.60,11.91,18.12,29.38,46.23,"19,970","24,770","37,690","61,110","96,150",,,*
476,,management occupations,1.0,11-0000,major,"7,280,330",0.2,57.65,"119,910",0.1,23.19,33.60,49.32,71.83,#,"48,220","69,880","102,590","149,410",#,,,High Income
477,,top executives,2.0,11-1000,minor,"2,473,740",0.3,61.55,"128,020",0.2,20.74,31.74,49.58,78.72,#,"43,140","66,030","103,120","163,740",#,,,High Income
478,,chief executives,3.0,11-1010,broad,"210,160",0.7,94.25,"196,050",0.4,32.74,54.55,88.11,#,#,"68,110","113,470","183,270",#,#,,,High Income
479,,legislators,7.0,11-1030,broad,"51,380",1.3,*,"46,350",1.0,*,*,*,*,*,"17,480","18,860","25,630","70,130","97,510",True,,Middle Income
480,,"advertising, marketing, promotions, public relations, and sales managers",9.0,11-2000,minor,"685,780",0.5,66.66,"138,650",0.3,29.10,41.13,59.19,82.51,#,"60,530","85,560","123,100","171,630",#,,,High Income
481,,marketing managers,13.0,11-2021,detailed,"218,970",0.8,70.01,"145,620",0.4,32.93,45.25,63.57,86.57,#,"68,490","94,110","132,230","180,070",#,,,High Income
482,,sales managers,14.0,11-2022,detailed,"371,410",0.6,66.18,"137,650",0.3,27.69,39.66,58.20,82.11,#,"57,590","82,490","121,060","170,790",#,,,High Income
483,,operations specialties managers,17.0,11-3000,minor,"1,752,130",0.3,62.24,"129,450",0.2,30.60,40.62,55.62,75.56,#,"63,660","84,490","115,700","157,160",#,,,High Income
484,,other management occupations,36.0,11-9000,minor,"2,368,680",0.3,47.57,"98,940",0.2,20.70,29.47,42.65,59.53,78.57,"43,060","61,290","88,720","123,820","163,430",,,Middle Income
485,,"education administrators, preschool and childcare center/program",42.0,11-9031,detailed,"49,130",1.7,25.74,"53,550",0.9,14.41,17.59,22.54,29.98,40.98,"29,980","36,580","46,890","62,360","85,240",,,Middle Income
486,,"education administrators, elementary and secondary school",43.0,11-9032,detailed,"250,280",0.7,*,"97,440",0.6,*,*,*,*,*,"60,760","75,010","94,390","117,720","140,780",True,,Middle Income
487,,"education administrators, postsecondary",44.0,11-9033,detailed,"142,160",1.2,51.77,"107,670",0.6,25.46,32.74,44.41,61.77,87.57,"52,960","68,090","92,360","128,480","182,150",,,High Income
488,,"education administrators, all other",45.0,11-9039,detailed,"36,190",1.6,42.42,"88,240",0.8,20.99,28.42,39.25,52.27,66.42,"43,660","59,120","81,630","108,720","138,160",,,Middle Income
489,,funeral service managers,50.0,11-9060,broad,"8,350",4.0,44.76,"93,090",2.8,19.20,27.70,37.52,53.54,73.72,"39,940","57,610","78,040","111,370","153,340",,,Middle Income
490,,postmasters and mail superintendents,60.0,11-9130,broad,"13,960",0.0,36.38,"75,660",0.1,30.20,31.98,35.98,40.21,44.39,"62,810","66,510","74,840","83,630","92,340",,,Middle Income
491,,miscellaneous managers,68.0,11-9190,broad,"430,120",0.6,54.41,"113,180",0.3,24.89,35.85,50.77,67.06,85.00,"51,770","74,570","105,610","139,480","176,800",,,High Income
492,,"managers, all other",69.0,11-9199,detailed,"430,120",0.6,54.41,"113,180",0.3,24.89,35.85,50.77,67.06,85.00,"51,770","74,570","105,610","139,480","176,800",,,High Income
493,,business and financial operations occupations,70.0,13-0000,major,"7,472,750",0.2,36.70,"76,330",0.2,18.12,24.25,32.55,44.22,59.13,"37,690","50,450","67,710","91,970","123,000",,,Middle Income
494,,business operations specialists,71.0,13-1000,minor,"4,811,530",0.3,35.14,"73,080",0.2,17.69,23.72,31.92,43.03,56.23,"36,800","49,330","66,390","89,510","116,960",,,Middle Income
495,,buyers and purchasing agents,74.0,13-1020,detailed,"413,540",0.6,32.19,"66,960",0.3,17.49,22.63,29.87,39.34,49.75,"36,370","47,070","62,120","81,830","103,480",,,Middle Income
496,,"claims adjusters, examiners, and investigators",77.0,13-1031,detailed,"282,030",1.3,31.89,"66,340",0.6,18.72,23.58,31.20,38.47,46.67,"38,930","49,040","64,900","80,010","97,080",,,Middle Income
497,,"insurance appraisers, auto damage",78.0,13-1032,detailed,"16,150",4.5,31.10,"64,680",1.0,20.44,24.66,29.86,37.07,44.96,"42,520","51,280","62,100","77,110","93,510",,,Middle Income
498,,human resources specialists,84.0,13-1071,detailed,"553,950",0.5,31.84,"66,220",0.2,17.22,22.07,29.01,38.39,49.80,"35,810","45,900","60,350","79,860","103,570",,,Middle Income
499,,farm labor contractors,85.0,13-1074,detailed,780,31.3,23.50,"48,890",11.3,8.96,10.26,17.15,30.60,46.02,"18,650","21,330","35,660","63,650","95,720",,,Middle Income
500,,labor relations specialists,86.0,13-1075,detailed,"78,510",1.7,31.51,"65,540",1.5,9.05,16.88,30.38,42.44,56.00,"18,820","35,120","63,200","88,270","116,480",,,Middle Income
501,,miscellaneous business operations specialists,101.0,13-1190,broad,"1,001,420",0.5,36.42,"75,740",0.2,18.29,24.93,33.66,44.90,57.92,"38,050","51,860","70,010","93,380","120,460",,,Middle Income
502,,financial specialists,103.0,13-2000,minor,"2,661,230",0.4,39.51,"82,190",0.3,19.08,25.27,33.71,46.38,64.46,"39,690","52,560","70,120","96,470","134,070",,,Middle Income
503,,financial analysts and advisors,112.0,13-2050,broad,"584,940",0.9,50.27,"104,570",0.7,21.94,28.85,39.79,58.54,95.25,"45,630","60,010","82,770","121,770","198,120",,,High Income
504,,credit counselors,119.0,13-2071,detailed,"35,900",3.4,23.78,"49,460",1.2,14.32,17.15,21.50,27.52,36.63,"29,780","35,670","44,710","57,240","76,190",,,Middle Income
505,,loan officers,120.0,13-2072,detailed,"307,240",1.1,37.46,"77,920",0.6,15.71,21.95,31.09,45.27,65.19,"32,670","45,660","64,660","94,150","135,590",,,Middle Income
506,,"tax examiners, collectors and preparers, and revenue agents",121.0,13-2080,broad,"125,380",1.6,25.26,"52,530",0.9,10.90,15.22,22.52,31.81,44.38,"22,670","31,650","46,840","66,170","92,310",,,Middle Income
507,,miscellaneous financial specialists,124.0,13-2090,broad,"125,900",1.1,36.84,"76,630",0.6,18.43,24.61,33.42,44.83,57.96,"38,340","51,190","69,520","93,240","120,550",,,Middle Income
508,,computer and mathematical occupations,126.0,15-0000,major,"4,261,460",0.5,43.18,"89,810",0.4,20.95,29.02,40.66,54.87,69.63,"43,580","60,360","84,560","114,130","144,830",,,Middle Income
509,,computer occupations,127.0,15-1100,minor,"4,094,930",0.5,43.16,"89,780",0.4,20.88,28.98,40.67,54.91,69.66,"43,440","60,270","84,580","114,210","144,890",,,Middle Income
510,,computer and information analysts,130.0,15-1120,broad,"687,210",0.9,45.10,"93,800",0.3,25.95,33.06,42.92,55.03,68.59,"53,980","68,770","89,280","114,470","142,670",,,Middle Income
511,,software developers and programmers,133.0,15-1130,broad,"1,617,400",1.0,49.27,"102,470",0.6,26.40,35.21,47.00,60.73,75.80,"54,920","73,250","97,770","126,330","157,660",,,High Income
512,,"software developers, applications",135.0,15-1132,detailed,"849,230",1.3,51.30,"106,710",0.9,28.79,37.36,48.94,62.00,76.97,"59,870","77,710","101,790","128,960","160,100",,,High Income
513,,"software developers, systems software",136.0,15-1133,detailed,"394,590",1.3,53.74,"111,780",0.4,31.57,40.53,51.73,65.26,78.92,"65,670","84,290","107,600","135,740","164,150",,,High Income
514,,database and systems administrators and network architects,138.0,15-1140,broad,"646,570",0.7,44.26,"92,070",0.2,24.63,31.65,41.87,55.11,68.50,"51,230","65,830","87,090","114,620","142,480",,,Middle Income
515,,computer user support specialists,143.0,15-1151,detailed,"613,780",0.7,26.03,"54,150",0.4,14.69,18.60,24.14,31.05,39.86,"30,550","38,690","50,210","64,590","82,900",,,Middle Income
516,,computer network support specialists,144.0,15-1152,detailed,"186,230",1.2,32.46,"67,510",0.4,17.77,22.85,29.97,39.42,50.59,"36,960","47,530","62,340","82,000","105,230",,,Middle Income
517,,miscellaneous computer occupations,145.0,15-1190,broad,"315,830",0.9,43.79,"91,080",0.4,22.23,31.40,42.56,54.89,67.02,"46,240","65,320","88,510","114,180","139,390",,,Middle Income
518,,mathematical science occupations,147.0,15-2000,minor,"166,530",1.6,43.49,"90,460",0.4,22.75,29.90,40.41,53.85,68.82,"47,330","62,190","84,060","112,010","143,140",,,Middle Income
519,,mathematicians,150.0,15-2020,broad,"2,730",4.8,50.33,"104,700",1.9,25.41,33.90,49.52,62.25,77.84,"52,860","70,520","103,010","129,480","161,900",,,High Income
520,,statisticians,154.0,15-2040,broad,"36,540",2.2,42.78,"88,980",0.7,24.36,30.88,40.41,52.16,64.29,"50,660","64,230","84,060","108,500","133,720",,,Middle Income
521,,miscellaneous mathematical science occupations,156.0,15-2090,detailed,"2,000",8.9,35.42,"73,670",3.1,13.73,17.39,27.83,44.46,79.47,"28,550","36,160","57,890","92,470","165,290",,,Middle Income
522,,architecture and engineering occupations,158.0,17-0000,major,"2,516,780",0.6,41.44,"86,190",0.3,20.87,28.21,38.07,51.06,65.93,"43,420","58,690","79,180","106,200","137,130",,,Middle Income
523,,"architects, surveyors, and cartographers",159.0,17-1000,minor,"177,030",1.1,37.97,"78,970",0.7,20.06,26.24,34.63,45.72,59.22,"41,730","54,580","72,020","95,090","123,180",,,Middle Income
524,,"architects, except landscape and naval",161.0,17-1011,detailed,"103,110",1.6,42.07,"87,500",1.0,22.83,29.11,37.72,49.36,64.71,"47,480","60,550","78,470","102,680","134,610",,,Middle Income
525,,landscape architects,162.0,17-1012,detailed,"19,040",5.0,34.08,"70,880",1.3,19.46,24.41,31.62,41.30,52.15,"40,480","50,770","65,760","85,910","108,470",,,Middle Income
526,,cartographers and photogrammetrists,164.0,17-1021,detailed,"11,440",2.4,32.40,"67,390",0.7,19.42,24.18,30.76,39.08,48.40,"40,390","50,290","63,990","81,280","100,670",,,Middle Income
527,,surveyors,165.0,17-1022,detailed,"43,430",2.0,31.40,"65,300",0.7,16.57,21.98,29.40,38.69,48.28,"34,470","45,720","61,140","80,480","100,420",,,Middle Income
528,,engineers,166.0,17-2000,minor,"1,665,220",0.7,47.21,"98,190",0.3,27.06,34.14,44.34,57.36,72.49,"56,280","71,010","92,220","119,300","150,780",,,Middle Income
529,,agricultural engineers,169.0,17-2020,broad,"1,770",7.8,37.49,"77,970",1.2,22.73,29.74,35.95,43.95,55.23,"47,280","61,850","74,780","91,410","114,880",,,Middle Income
530,,biomedical engineers,171.0,17-2030,broad,"20,100",4.3,44.70,"92,970",1.0,25.04,32.47,42.33,54.32,68.56,"52,070","67,540","88,040","112,990","142,610",,,Middle Income
531,,electrical engineers,180.0,17-2071,detailed,"183,370",1.3,47.87,"99,580",0.4,28.97,35.77,45.70,58.20,72.28,"60,250","74,400","95,060","121,060","150,340",,,Middle Income
532,,"electronics engineers, except computer",181.0,17-2072,detailed,"134,930",2.4,51.33,"106,760",0.7,30.78,38.22,49.13,61.83,77.10,"64,030","79,490","102,180","128,610","160,360",,,High Income
533,,"health and safety engineers, except mining safety engineers and inspectors",185.0,17-2111,detailed,"26,130",2.1,44.32,"92,190",0.6,24.92,32.05,42.55,54.89,67.13,"51,820","66,660","88,510","114,180","139,630",,,Middle Income
534,,industrial engineers,186.0,17-2112,detailed,"265,520",1.1,43.43,"90,340",0.4,26.55,32.96,41.29,51.43,62.95,"55,230","68,550","85,880","106,970","130,930",,,Middle Income
535,,"mining and geological engineers, including mining safety engineers",193.0,17-2150,broad,"6,150",5.2,49.86,"103,710",2.4,26.30,34.23,45.31,61.12,77.08,"54,700","71,190","94,240","127,120","160,320",,,High Income
536,,nuclear engineers,195.0,17-2160,broad,"16,700",5.2,52.36,"108,910",1.5,31.92,40.77,50.87,61.35,76.60,"66,400","84,800","105,810","127,610","159,330",,,High Income
537,,petroleum engineers,197.0,17-2170,broad,"32,010",4.5,74.41,"154,780",2.4,35.77,48.03,63.60,91.63,#,"74,400","99,900","132,280","190,580",#,,,High Income
538,,miscellaneous engineers,199.0,17-2190,broad,"131,500",1.4,47.74,"99,310",0.4,24.33,33.78,46.75,60.57,74.39,"50,620","70,270","97,250","125,990","154,720",,,Middle Income
539,,"engineers, all other",200.0,17-2199,detailed,"131,500",1.4,47.74,"99,310",0.4,24.33,33.78,46.75,60.57,74.39,"50,620","70,270","97,250","125,990","154,720",,,Middle Income
